URL,Industry,Country,State,traffic-count,traffic-value,domain-rating
https://bseindia.com,FINANCE,US,AZ,5400000.0,900000.0,84.0
https://paisabazaar.com,FINANCE,US,AZ,5300000.0,371000.0,73.0
https://wise.com,FINANCE,US,CA,64000000.0,12000000.0,85.0
https://tradingview.com,FINANCE,US,CA,50000000.0,18000000.0,91.0
https://paypal.com,FINANCE,US,CA,38000000.0,13000000.0,95.0
https://coinmarketcap.com,FINANCE,US,CA,31000000.0,28000000.0,91.0
https://intuit.com,FINANCE,US,CA,10000000.0,14000000.0,92.0
https://coinbase.com,FINANCE,US,CA,10000000.0,8800000.0,91.0
https://schwab.com,FINANCE,US,CA,9100000.0,5600000.0,86.0
https://wellsfargo.com,FINANCE,US,CA,8800000.0,33000000.0,89.0
https://experian.com,FINANCE,US,CA,5400000.0,7000000.0,90.0
https://creditkarma.com,FINANCE,US,CA,5300000.0,10000000.0,84.0
https://forbes.com,FINANCE,US,NY,59000000.0,67000000.0,94.0
https://investopedia.com,FINANCE,US,NY,40000000.0,26000000.0,92.0
https://americanexpress.com,FINANCE,US,NY,13000000.0,33000000.0,91.0
https://bloomberg.com,FINANCE,US,NY,8400000.0,4900000.0,92.0
https://finance.yahoo.com,FINANCE,US,VA,52000000.0,44000000.0,92.0
https://capitalone.com,FINANCE,US,VA,17000000.0,24000000.0,85.0
https://cnbc.com,FINANCE,US,NJ,16000000.0,15000000.0,92.0
https://bankrate.com,FINANCE,US,ID,14000000.0,29000000.0,90.0
https://bankofamerica.com,FINANCE,US,NC,14000000.0,28000000.0,88.0
https://chase.com,FINANCE,US,DE,13000000.0,30000000.0,87.0
https://westernunion.com,FINANCE,US,CO,12000000.0,8199999.999999999,87.0
https://nasdaq.com,FINANCE,US,CT,8400000.0,6700000.0,90.0
https://discover.com,FINANCE,US,IL,7500000.0,33000000.0,87.0
https://fidelity.com,FINANCE,US,MA,7500000.0,5500000.0,86.0
https://pnc.com,FINANCE,US,PA,6100000.0,12000000.0,82.0
https://usbank.com,FINANCE,US,MN,5600000.0,7900000.0,84.0
